title,description,publishedAt,category,temizlenmis_title,temizlenmis_description,source
Karabük'te yol çöktü! Demiryolu da ulaşıma kapandı,Son dakika: Karabük'te D-755 kara yolunun 10 metrelik kısmında çökme meydana geldi. Çöken bölgeden akan toprak nedeniyle de Karabük- Çankırı demir yolunu ulaşıma kapandı,2024-07-19T13:38:33Z,other,karabükte yol çöktü demiryolu ulaşıma kapandı,son dakika karabükte d kara yolunun metrelik kısmında çökme meydana geldi çöken bölgeden akan toprak nedeniyle karabük çankırı demir yolunu ulaşıma kapandı,Haberturk.com
Yangın bölgesinde kuvvetli rüzgar sürüyor!,Son dakika: Meteoroloji'den yapılan açıklamaya göre orman yangınlarının etkili olduğu İzmir'de kuvvetli rüzgar sürüyor. Rüzgarın hızının saatte 60 kilometreye kadar çıkabileceği belirtildi,2024-06-30T06:45:24Z,other,yangın bölgesinde kuvvetli rüzgar sürüyor,son dakika meteorolojiden yapılan açıklamaya göre orman yangınlarının etkili olduğu izmirde kuvvetli rüzgar sürüyor rüzgarın hızının saatte kilometreye çıkabileceği belirtildi,Haberturk.com
Ordu'da sağanak sonrası sel!,Son dakika: Ordu'nun Fatsa ilçesinde sağanak sonrası sel meydana geldi. İlçede birçok evi su bastı ve sokaklar ile bir okulun bahçesi göle döndü,2024-07-01T09:40:02Z,other,orduda sağanak sonrası sel,son dakika ordunun fatsa ilçesinde sağanak sonrası sel meydana geldi ilçede evi su bastı sokaklar okulun bahçesi göle döndü,Haberturk.com
Cezaevinde yangın! 5 kişi dumandan etkilendi,Son dakika: Kocaeli'de Kandıra 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu'nda yangın çıktı. Çamaşırhanede çıkan ve kısa sürede söndürülen yangında 5 kişi dumandan etkilendi,2024-06-28T06:36:28Z,other,cezaevinde yangın kişi dumandan etkilendi,son dakika kocaelide kandıra nolu t tipi kapalı ceza infaz kurumunda yangın çıktı çamaşırhanede çıkan kısa sürede söndürülen yangında kişi dumandan etkilendi,Haberturk.com
TEM Otoyolu'nda zincirleme kaza! Yaralılar var!,SON DAKİKA HABERİ: TEM Otoyolu Bahçeşehir mevkiinde çok sayıda aracın karıştığı zincirleme kaza meydana geldi. Olay yerine çok sayıda itfaiye ve sağlık ve polis ekibi sevk edildi,2024-06-26T04:55:06Z,other,tem otoyolunda zincirleme kaza yaralılar var,son dakika haberi tem otoyolu bahçeşehir mevkiinde sayıda aracın karıştığı zincirleme kaza meydana geldi olay yerine sayıda itfaiye sağlık polis ekibi sevk edildi,Haberturk.com
Emekli polisten çifte cinayet! Baba ve oğlunu öldürdü,"Son dakika haberi: Çorum'da arazi sulama kavgası dehşetle sonuçlandı. Olayda emekli polis memuru Ahmet Y., tartıştığı 3 kişiye ateş açtı. Olayda Ramazan ve oğlu Servet Y. hayatını kaybetti",2024-07-03T07:17:30Z,other,emekli polisten çifte cinayet baba oğlunu öldürdü,son dakika haberi çorumda arazi sulama kavgası dehşetle sonuçlandı olayda emekli polis memuru ahmet y tartıştığı kişiye ateş açtı olayda ramazan oğlu servet y hayatını kaybetti,Haberturk.com
Suriye uyruklu 4'ü çocuk 7 kişiyi rehin aldılar!,Son dakika korkunç olay: Edirne'de Suriye uyruklu 4'ü çocuk 7 kişiyi silahla rehin alan saldırganlara operasyon düzenlendi. Kıskıvrak yakalanan zanlıların video çekerek göçmenlerin ailelerinden fidye istediği belirlendi,2024-07-02T09:15:40Z,other,suriye uyruklu ü çocuk kişiyi rehin aldılar,son dakika korkunç olay edirnede suriye uyruklu ü çocuk kişiyi silahla rehin alan saldırganlara operasyon düzenlendi kıskıvrak yakalanan zanlıların video çekerek göçmenlerin ailelerinden fidye istediği belirlendi,Haberturk.com
"Son dakika... Silivri, Mersin ve Bingöl'de yangın! Çok sayıda ekip alevlere müdahale ediyor","İstanbul'da Silivri'de anızdan çıkan yangın büyüdü, alevler yerleşim bölgesine yaklaşıyor. Mersin'in Anamur ilçesinde de bir evde çıkıp makilik ve zirai alana sıçrayan yangına havadan ve karadan müdahale ediliyor. Ayrıca Balıkesir'in Altıeylül ilçesinde ve Bi…",2024-06-28T12:57:00Z,other,son dakika silivri mersin bingölde yangın sayıda ekip alevlere müdahale ediyor,istanbulda silivride anızdan çıkan yangın büyüdü alevler yerleşim bölgesine yaklaşıyor mersinin anamur ilçesinde evde çıkıp makilik zirai alana sıçrayan yangına havadan karadan müdahale ediliyor ayrıca balıkesirin altıeylül ilçesinde bi,Hurriyet.com.tr
"Son dakika haberi... Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum'dan ilk açıklama","Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki görevden affını istedi. Özhaseki yerine atanan Murat Kurum ilk açıklamasını yaptı. Bakan Kurum açıklamasında ""Bayrağı devralacağımız Sayın Mehmet Özhaseki bakanımız gibi biz de başta asrın felaketi…",2024-07-01T22:46:00Z,other,son dakika haberi çevre şehircilik iklim değişikliği bakanı murat kurumdan ilk açıklama,çevre şehircilik iklim değişikliği bakanı mehmet özhaseki görevden affını istedi özhaseki yerine atanan murat kurum ilk açıklamasını yaptı bakan kurum açıklamasında bayrağı devralacağımız sayın mehmet özhaseki bakanımız gibi biz başta asrın felaketi,Hurriyet.com.tr
Son dakika... MSB duyurdu: Irak ve Suriye'nin kuzeyinde 13 terörist etkisiz hale getirildi,"MSB'den yapılan açıklamada, ""Irak'ın kuzeyindeki Pençe ve Pençe-Kilit Operasyonu bölgelerinde tespit edilen 10 PKK'lı terörist ile Suriye'nin kuzeyi ve Zeytin Dalı bölgelerindeki 3 PKK/YPG'li terörist, Türk Silahlı Kuvvetlerimiz tarafından etkisiz hale getiri…",2024-07-02T07:52:00Z,other,son dakika msb duyurdu irak suriyenin kuzeyinde terörist etkisiz hale getirildi,msbden yapılan açıklamada irakın kuzeyindeki pençe pençekilit operasyonu bölgelerinde tespit edilen pkklı terörist suriyenin kuzeyi zeytin dalı bölgelerindeki pkkypgli terörist türk silahlı kuvvetlerimiz tarafından etkisiz hale getiri,Hurriyet.com.tr
Son dakika... MSB'den açıklama: PKK’lı teröristler şimdi de köylerdeki mühimmat depolarını patlatıyor,"Milli Savunma Bakanlığı'ndan (MSB) yapılan açıklamada, ""PKK’lı teröristler, şimdi de Dergele ve Miska köylerindeki mühimmat depolarını havaya uçurdu. Köylülerin hayatını hiçe sayarak köy içindeki mühimmat depolarını patlatan teröristler, Dergele köyünü ise ta…",2024-07-03T09:48:29Z,other,son dakika msbden açıklama pkklı teröristler köylerdeki mühimmat depolarını patlatıyor,milli savunma bakanlığından msb yapılan açıklamada pkklı teröristler dergele miska köylerindeki mühimmat depolarını havaya uçurdu köylülerin hayatını hiçe sayarak köy içindeki mühimmat depolarını patlatan teröristler dergele köyünü ise ta,Hurriyet.com.tr
Son dakika: Süper Loto'da büyük ikramiye sahibini buldu! Süper Loto sonuç ekranı millipiyangoonline'da,"Süper Loto'da 113.620.762,40 TL'lik dev ikramiye sahibini buldu. Büyük ikramiyeyi kazandıran şanslı numaralar 11-19-28-34-44-56 oldu.",2024-06-23T19:15:00Z,other,son dakika süper lotoda büyük ikramiye sahibini buldu süper loto sonuç ekranı millipiyangoonlineda,süper lotoda tllik dev ikramiye sahibini buldu büyük ikramiyeyi kazandıran şanslı numaralar oldu,Hurriyet.com.tr
Son dakika: ABD'deki kritik davada karar: Timur Cihantimur’un tutukluk halinin devamına karar verildi,Kemerburgaz’daki kazada Oğuz Murat Aci’nin ölümüne neden olan ve olaydan hemen sonra annesi Eylem Tok’la yurtdışına kaçan Timur Cihantimur (17) bugün ABD’de 2’nci kez hâkim karşısına çıktı.,2024-06-20T20:31:00Z,other,son dakika abddeki kritik davada karar timur cihantimurun tutukluk halinin devamına karar verildi,kemerburgazdaki kazada oğuz murat acinin ölümüne olan olaydan hemen sonra annesi eylem tokla yurtdışına kaçan timur cihantimur bugün abdde nci kez hâkim karşısına çıktı,Hurriyet.com.tr
Altın fiyatları ne kadar oldu?,"Yatırımcılar ve ekonomini gündemini takip edenlerin gündeminde altın fiyatları son dakika gelişmeleri var. Gram, çeyrek, cumhuriyet ve diğer altın fiyatlarındaki değişimleri alış ve satış tablosunu anlık olarak takip ederek yatırım stratejisini belirlenmeye ç…",2024-07-13T05:04:43Z,economics,altın fiyatları oldu,yatırımcılar ekonomini gündemini takip edenlerin gündeminde altın fiyatları son dakika gelişmeleri var gram çeyrek cumhuriyet altın fiyatlarındaki değişimleri alış satış tablosunu anlık olarak takip ederek yatırım stratejisini belirlenmeye ç,Haberturk.com
Ali Koç ve Selahattin Baki ifadeye çağrıldı,Son dakika haberi: Galatasaray-Fenerbahçe derbisi sonrasındaki olaylara ilişkin Fenerbahçe Kulübü Başkanı Ali Koç ve Yönetim Kurulu Üyesi Selahattin Baki ifadeye çağrıldı,2024-07-05T07:23:53Z,sports,ali koç selahattin baki ifadeye çağrıldı,son dakika haberi galatasarayfenerbahçe derbisi sonrasındaki olaylara ilişkin fenerbahçe kulübü başkanı ali koç yönetim kurulu üyesi selahattin baki ifadeye çağrıldı,Haberturk.com
Siyasilerden provokasyon uyarısı: Kimlerin ne amaçla hareket ettiğini çok iyi biliyoruz,"Cumhurbaşkanı Dış Politika ve Güvenlik Başdanışmanı Büyükelçi Akif Çağatay Kılıç, Cumhurbaşkanı Yardımcısı Cevdet Yılmaz ve Gaziantep Büyükşehir Belediye Başkanı Fatma Şahin provokasyon uyarısında bulundu.",2024-07-01T20:03:44Z,politics,siyasilerden provokasyon uyarısı kimlerin amaçla hareket ettiğini iyi biliyoruz,cumhurbaşkanı dış politika güvenlik başdanışmanı büyükelçi akif çağatay kılıç cumhurbaşkanı yardımcısı cevdet yılmaz gaziantep büyükşehir belediye başkanı fatma şahin provokasyon uyarısında bulundu,Hurriyet.com.tr
Doğurganlık hızında azalma çalıştayı,"AK Parti Genel Merkez Sosyal Politikalar Başkanlığınca ""Türkiye'de Demografik Değişim Toplam Doğurganlık Hızında Azalma, Sonuçlar ve Politika Önerileri Çalıştayı"" düzenlendi",2024-07-02T15:41:25Z,politics,doğurganlık hızında azalma çalıştayı,ak parti genel merkez sosyal politikalar başkanlığınca türkiyede demografik değişim toplam doğurganlık hızında azalma sonuçlar politika önerileri çalıştayı düzenlendi,Haberturk.com
"İngiltere Merkez Bankası, politika faizini değiştirmedi","İngiltere Merkez Bankası, politika faizini piyasa beklentileri doğrultusunda yüzde 5,25'te sabit tuttu. - Anadolu Ajansı",2024-06-20T11:04:12Z,economics,ingiltere merkez bankası politika faizini değiştirmedi,ingiltere merkez bankası politika faizini piyasa beklentileri doğrultusunda yüzde te sabit tuttu anadolu ajansı,Anadolu Agency
Avrupa Merkez Bankası faiz kararını açıkladı,"Geçen ay 25 baz puanlık indirime giden Avrupa Merkez Bankası(ECB), 3 temel politika faizini beklentilere paralel bir şekilde sabit bıraktı",2024-07-18T12:16:55Z,economics,avrupa merkez bankası faiz kararını açıkladı,geçen ay baz puanlık indirime giden avrupa merkez bankasıecb temel politika faizini beklentilere paralel şekilde sabit bıraktı,Haberturk.com
Fed: Ekonomik büyümenin yavaşlaması bekleniyor,"ABD Merkez Bankası (Fed), ülkede yaklaşan seçimler, iç politika, jeopolitik çatışmalar ve enflasyona ilişkin belirsizlik nedeniyle gelecek 6 ayda ekonominin daha yavaş büyümesinin beklendiğini bildirdi",2024-07-17T22:54:08Z,economics,fed ekonomik büyümenin yavaşlaması bekleniyor,abd merkez bankası fed ülkede yaklaşan seçimler iç politika jeopolitik çatışmalar enflasyona ilişkin belirsizlik nedeniyle gelecek ayda ekonominin yavaş büyümesinin beklendiğini bildirdi,Haberturk.com
"TBMM Başkanı Kurtulmuş, Washington'da ABD düşünce kuruluşu temsilcileriyle bir araya geldi","TBMM Başkanı Numan Kurtulmuş, ""Yakın çevremizde var olan sorunların süratle çözülmesi ve bir barış perspektifinin ortaya konularak bölge ülkeleri arasında normalleşmenin temin edilmesi dış politika perspektifimizde önemli başlıklarımızdan birisidir"" dedi.",2024-07-08T20:58:00Z,politics,tbmm başkanı kurtulmuş washingtonda abd düşünce kuruluşu temsilcileriyle araya geldi,tbmm başkanı numan kurtulmuş yakın çevremizde var olan sorunların süratle çözülmesi barış perspektifinin ortaya konularak bölge ülkeleri arasında normalleşmenin temin edilmesi dış politika perspektifimizde önemli başlıklarımızdan birisidir dedi,Hurriyet.com.tr
Merkez Bankası'ndan bugün ne bekleniyor?,"Türkiye Cumhuriyet Merkez Bankası (TCMB) bugün faiz kararını açıklayacak. Para Politikası Kurulu (PPK) toplantısından, Mayıs ayında olduğu gibi Haziran ayında da politika faizini sabit bırakma kararı çıkması bekleniyor",2024-06-27T05:06:22Z,economics,merkez bankasından bugün bekleniyor,türkiye cumhuriyet merkez bankası tcmb bugün faiz kararını açıklayacak para politikası kurulu ppk toplantısından mayıs ayında olduğu gibi haziran ayında politika faizini sabit bırakma kararı çıkması bekleniyor,Haberturk.com
"ECB, daha fazla faiz indiriminden kaçınarak 3 temel politika faizini değiştirmedi","Avrupa Merkez Bankası (ECB), 3 temel politika faizini piyasa beklentileri doğrultusunda sabit tuttu. - Anadolu Ajansı",2024-07-18T12:17:56Z,economics,ecb fazla faiz indiriminden kaçınarak temel politika faizini değiştirmedi,avrupa merkez bankası ecb temel politika faizini piyasa beklentileri doğrultusunda sabit tuttu anadolu ajansı,Anadolu Agency
"Merkez Bankası, politika faizini yüzde 50'de sabit bıraktı","Türkiye Cumhuriyet Merkez Bankası (TCMB) Para Politikası Kurulu (PPK), politika faizi olan bir hafta vadeli repo ihale faiz oranını değiştirmeyerek yüzde 50'de tuttu. - Anadolu Ajansı",2024-06-27T11:02:04Z,economics,merkez bankası politika faizini yüzde sabit bıraktı,türkiye cumhuriyet merkez bankası tcmb para politikası kurulu ppk politika faizi olan hafta vadeli repo ihale faiz oranını değiştirmeyerek yüzde tuttu anadolu ajansı,Anadolu Agency
İran'ın yeni cumhurbaşkanı Pezeşkiyan kimdir?,"İran'ın seçilmiş cumhurbaşkanı Pezeşkiyan, galibiyeti karşısında birleşmiş bir muhafazakar cepheye karşı aldı. Reformist ve ılımlı bir siyasetçi olarak öne çıkan Pezeşkiyan, sosyal özgürlükler üzerinde daha az kısıtlama ve daha pragmatik bir dış politika iste…",2024-07-06T06:53:44Z,politics,iranın yeni cumhurbaşkanı pezeşkiyan kimdir,iranın seçilmiş cumhurbaşkanı pezeşkiyan galibiyeti karşısında birleşmiş muhafazakar cepheye karşı aldı reformist ılımlı siyasetçi olarak öne çıkan pezeşkiyan sosyal özgürlükler üzerinde kısıtlama pragmatik dış politika iste,Haberturk.com
ABD düşünce kuruluşu temsilcileriyle buluştu,"TBMM Başkanı Numan Kurtulmuş, ""Yakın çevremizde var olan sorunların süratle çözülmesi ve bir barış perspektifinin ortaya konularak bölge ülkeleri arasında normalleşmenin temin edilmesi dış politika perspektifimizde önemli başlıklarımızdan birisidir."" dedi",2024-07-08T21:18:09Z,politics,abd düşünce kuruluşu temsilcileriyle buluştu,tbmm başkanı numan kurtulmuş yakın çevremizde var olan sorunların süratle çözülmesi barış perspektifinin ortaya konularak bölge ülkeleri arasında normalleşmenin temin edilmesi dış politika perspektifimizde önemli başlıklarımızdan birisidir dedi,Haberturk.com
Fed: Faiz indirimlerinden önce güvene ihtiyaç var,"ABD Merkez Bankası (Fed), ülkede enflasyonun bu yıl mütevazı bir ilerleme kaydettiğini ancak enflasyonun sürdürülebilir bir şekilde yüzde 2 hedefine hareket ettiğine dair daha fazla güven kazanana kadar politika faizini düşürmeyi beklemediğini belirtti",2024-07-05T16:36:43Z,economics,fed faiz indirimlerinden önce güvene ihtiyaç var,abd merkez bankası fed ülkede enflasyonun yıl mütevazı ilerleme kaydettiğini enflasyonun sürdürülebilir şekilde yüzde hedefine hareket ettiğine dair fazla güven kazanana politika faizini düşürmeyi beklemediğini belirtti,Haberturk.com
Cumhurbaşkanı adayları münazaradan sarılarak ayrıldı,"İran'da cumhurbaşkanı seçiminin ikinci turunda yarışacak cumhurbaşkanı adayları Pezeşkiyan ile Celili, canlı yayında karşı karşıya geldi. Dış politika, internet yasakları ve ülkenin sorunlarını tartışan ikili, münazaranın sonunda birbirlerine sarılarak salond…",2024-07-02T07:00:29Z,politics,cumhurbaşkanı adayları münazaradan sarılarak ayrıldı,iranda cumhurbaşkanı seçiminin ikinci turunda yarışacak cumhurbaşkanı adayları pezeşkiyan celili canlı yayında karşı karşıya geldi dış politika internet yasakları ülkenin sorunlarını tartışan ikili münazaranın sonunda birbirlerine sarılarak salond,Haberturk.com
"Rusya Merkez Bankasından faizi ""önemli ölçüde artırabiliriz"" mesajı","Rusya Merkez Bankası, enflasyonda hedef seviyeye ulaşılması için temmuzda yapılacak toplantıda politika faizinde önemli ölçüde artış yapabileceğini bildirdi. - Anadolu Ajansı",2024-06-20T11:34:27Z,economics,rusya merkez bankasından faizi önemli ölçüde artırabiliriz mesajı,rusya merkez bankası enflasyonda hedef seviyeye ulaşılması için temmuzda yapılacak toplantıda politika faizinde önemli ölçüde artış yapabileceğini bildirdi anadolu ajansı,Anadolu Agency
