category,temizlenmis_title,temizlenmis_description,title_sentiment_label,description_sentiment_label,title_sentiment,description_sentiment,source,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
politics,nato toplantısına katıldı,cumhurbaşkanı recep tayyip erdoğan nato devlet hükümet başkanları zirvesi kapsamındaki müttefik ortak devlet hükümet başkanları toplantısına iştirak etti,neutral,neutral,[0.37188494 0.628115  ],[0.14906542 0.85093457],Haberturk.com,"['nato', 'toplantısına', 'katıldı']","['nato', 'toplantı', 'kat']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkanları', 'zirvesi', 'kapsamında', 'ki', 'müttefik', 'ortak', 'devlet', 'hükümet', 'başkanları', 'toplantısına', 'iştirak', 'etti']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkan', 'zirve', 'kapsam', 'ki', 'müttefik', 'ortak', 'devlet', 'hükümet', 'başkan', 'toplantı', 'iştirak', 'et']"
economics,ingiltere merkez bankası faizi sabit tuttu,ingiltere merkez bankası politika faizini piyasa beklentileri doğrultusunda yüzde te sabit tuttu,neutral,neutral,[0.15573712 0.8442629 ],[0.32333997 0.67666   ],Haber7.com,"['ingiltere', 'merkez', 'bankası', 'faizi', 'sabit', 'tuttu']","['ingiltere', 'merkez', 'banka', 'faiz', 'sabit', 'tut']","['ingiltere', 'merkez', 'bankası', 'politika', 'faizini', 'piyasa', 'beklentileri', 'doğrultusunda', 'yüzde', 'te', 'sabit', 'tuttu']","['ingiltere', 'merkez', 'banka', 'politika', 'faiz', 'piyas', 'beklenti', 'doğrultu', 'yüz', 'te', 'sabit', 'tut']"
economics,piyasaların gözü haberdedeydi avrupa merkez bankası faiz kararını açıkladı,avrupa merkez bankası ecb temel politika faizini piyasa beklentileri doğrultusunda sabit tuttu,neutral,neutral,[0.04134355 0.95865643],[0.41354215 0.58645785],Odatv.com,"['piyasaların', 'gözü', 'haberdede', 'ydi', 'avrupa', 'merkez', 'bankası', 'faiz', 'kararını', 'açıkladı']","['piyasa', 'göz', 'haber', 'i', 'avrupa', 'merkez', 'banka', 'faiz', 'karar', 'açıkla']","['avrupa', 'merkez', 'bankası', 'ecb', 'temel', 'politika', 'faizini', 'piyasa', 'beklentileri', 'doğrultusunda', 'sabit', 'tuttu']","['avrupa', 'merkez', 'banka', 'ecb', 'temel', 'politika', 'faiz', 'piyas', 'beklenti', 'doğrultu', 'sabit', 'tut']"
politics,cumhurbaşkanı erdoğan yurda döndü,cumhurbaşkanı recep tayyip erdoğan kazakistanın başkenti astanadaki temaslarını tamamlayarak istanbula geldi,neutral,neutral,[0.06781003 0.93219   ],[0.0774482 0.9225519],Haberturk.com,"['cumhurbaşkanı', 'erdoğan', 'yurda', 'döndü']","['cumhurbaşkanı', 'erdoğan', 'yura', 'dön']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'kazakistanın', 'başkenti', 'astanada', 'ki', 'temaslarını', 'tamamlayarak', 'istanbula', 'geldi']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'kazakista', 'başkent', 'astana', 'ki', 'temas', 'tamamla', 'istanbula', 'gel']"
sports,erdoğan almanyadan yurda döndü,cumhurbaşkanı recep tayyip erdoğan türkiye milli futbol takımı hollanda milli takımı arasında oynanan avrupa futbol şampiyonası euro çeyrek final mücadelesini izlemek için gittiği berlinden istanbula geldi,neutral,neutral,[0.0476737 0.9523263],[0.21923357 0.78076637],Haberturk.com,"['erdoğan', 'almanyadan', 'yurda', 'döndü']","['erdoğan', 'almanya', 'yura', 'dön']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'türkiye', 'milli', 'futbol', 'takımı', 'hollanda', 'milli', 'takımı', 'arasında', 'oynanan', 'avrupa', 'futbol', 'şampiyonası', 'euro', 'çeyrek', 'final', 'mücadelesini', 'izlemek', 'için', 'gittiği', 'berlinden', 'istanbula', 'geldi']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'türkiye', 'milli', 'futbol', 'takım', 'hollanda', 'milli', 'takım', 'ara', 'oyna', 'avrup', 'futbol', 'şampiyona', 'euro', 'çeyrek', 'final', 'mücadele', 'izle', 'için', 'git', 'berlin', 'istanbula', 'gel']"
politics,cumhurbaşkanı erdoğan abdden ayrıldı,cumhurbaşkanı recep tayyip erdoğan nato devlet hükümet başkanları zirvesi için geldiği abdnin başkenti washingtondan özel uçak tur ayrıldı,neutral,neutral,[0.04158914 0.95841086],[0.11327451 0.8867254 ],Haberturk.com,"['cumhurbaşkanı', 'erdoğan', 'abdden', 'ayrıldı']","['cumhurbaşkanı', 'erdoğan', 'abd', 'ayrıl']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkanları', 'zirvesi', 'için', 'geldiği', 'abdnin', 'başkenti', 'washingtondan', 'özel', 'uçak', 'tur', 'ayrıldı']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkan', 'zirve', 'için', 'gel', 'abdn', 'başkent', 'washington', 'özel', 'uçak', 'i', 'ayrıl']"
economics,fed tutanakları faiz indirimi için fazla veri beklendiğine işaret etti,abd merkez bankasının fed son toplantısına ait tutanaklar enflasyonun sürdürülebilir şekilde yüzde hedefine doğru düştüğüne dair fazla olumlu verilere ihtiyaç duyulduğunu ortaya koydu anadolu ajansı,negative,negative,[0.88578546 0.11421458],[0.64110386 0.3588962 ],Anadolu Agency,"['fed', 'tutanakları', 'faiz', 'indirimi', 'için', 'fazla', 'veri', 'beklendiğine', 'işaret', 'etti']","['fed', 'tutanak', 'faiz', 'indir', 'için', 'fazla', 'veri', 'bekle', 'işaret', 'et']","['abd', 'merkez', 'bankasının', 'fed', 'son', 'toplantısına', 'ait', 'tutanaklar', 'enflasyonun', 'sürdürülebilir', 'şekilde', 'yüzde', 'hedefine', 'doğru', 'düştüğüne', 'dair', 'fazla', 'olumlu', 'verilere', 'ihtiyaç', 'duyulduğunu', 'ortaya', 'koydu', 'anadolu', 'ajansı']","['abd', 'merkez', 'banka', 'fed', 'son', 'toplantı', 'ait', 'tutanak', 'enflasyon', 'sürdürülebilir', 'şekil', 'yüz', 'hedef', 'doğru', 'düş', 'dair', 'fazla', 'olumlu', 'veri', 'ihtiyaç', 'duy', 'orta', 'koy', 'anadolu', 'ajan']"
economics,fed başkanı powell faiz indirimi için fazla iyi veri aradıklarına işaret etti,fed başkanı jerome powell son enflasyon verileri mütevazı ilerleme gösterdi fazla iyi veri enflasyonun yüzde ye doğru sürdürülebilir şekilde hareket ettiğine dair güvenimizi güçlendirecektir dedi anadolu ajansı,negative,neutral,[0.94696844 0.0530316 ],[0.37148815 0.62851185],Anadolu Agency,"['fed', 'başkanı', 'powell', 'faiz', 'indirimi', 'için', 'fazla', 'iyi', 'veri', 'aradıklarına', 'işaret', 'etti']","['fed', 'başkan', 'powell', 'faiz', 'indir', 'için', 'fazla', 'iyi', 'veri', 'ara', 'işaret', 'et']","['fed', 'başkanı', 'jerome', 'powell', 'son', 'enflasyon', 'verileri', 'mütevazı', 'ilerleme', 'gösterdi', 'fazla', 'iyi', 'veri', 'enflasyonun', 'yüzde', 'ye', 'doğru', 'sürdürülebilir', 'şekilde', 'hareket', 'ettiğine', 'dair', 'güvenimizi', 'güçlendirecektir', 'dedi', 'anadolu', 'ajansı']","['fed', 'başkan', 'jerome', 'powell', 'son', 'enflasyon', 'veri', 'mütevaz', 'ilerle', 'göster', 'fazla', 'iyi', 'veri', 'enflasyon', 'yüz', None, 'doğru', 'sür', 'şekil', 'hareket', 'et', 'dair', 'güven', 'güçlen', 'de', 'anadolu', 'ajan']"
economics,altın yeniden yükselişte,geçtiğimiz haftayı olumsuz tablo kapatan altın fiyatları bugün öğleden sonra tekrar yükselişe geçti altın fiyatları kez yatırımcıların yüzünü güldürdü bugün gram altın bin tlden çeyrek ise bin tlden işlem görüyor tem,negative,negative,[0.60572565 0.39427432],[0.57948333 0.42051667],Haberturk.com,"['altın', 'yeniden', 'yükselişte']","['altın', 'yeniden', 'yükseliş']","['geçtiğimiz', 'haftayı', 'olumsuz', 'tablo', 'kapatan', 'altın', 'fiyatları', 'bugün', 'öğleden', 'sonra', 'tekrar', 'yükselişe', 'geçti', 'altın', 'fiyatları', 'kez', 'yatırımcıların', 'yüzünü', 'güldürdü', 'bugün', 'gram', 'altın', 'bin', 'tlden', 'çeyrek', 'ise', 'bin', 'tlden', 'işlem', 'görüyor', 'tem']","['geç', 'hafta', 'olumsuz', 'tablo', 'kapa', 'altın', 'fiyat', 'bugün', 'öğle', 'sonra', 'tekrar', 'yükseliş', 'geç', 'altın', 'fiyat', 'kez', 'yatırımcı', 'yüz', 'gül', 'bugün', 'gram', 'altın', 'bin', 'tl', 'çeyrek', 'i', 'bin', 'tl', 'işlem', 'gör', 'tem']"
economics,altın fiyatları düşüşte,altın fiyatları son dakika hareketliliği yakından takip ediliyor yatırımlarını altın üzerinden yapmak isteyen vatandaşlar canlı altın fiyatlarını inceliyor bugünlerde dalgalı seyrini sürdüren cumhuriyet altın fiyatı tlden işlem görüyor altının,negative,neutral,[0.69182104 0.308179  ],[0.36993715 0.63006276],Haberturk.com,"['altın', 'fiyatları', 'düşüşte']","['altın', 'fiyat', 'düşüşte']","['altın', 'fiyatları', 'son', 'dakika', 'hareketliliği', 'yakından', 'takip', 'ediliyor', 'yatırımlarını', 'altın', 'üzerinden', 'yapmak', 'isteyen', 'vatandaşlar', 'canlı', 'altın', 'fiyatlarını', 'inceliyor', 'bugünlerde', 'dalgalı', 'seyrini', 'sürdüren', 'cumhuriyet', 'altın', 'fiyatı', 'tlden', 'işlem', 'görüyor', 'altının']","['altın', 'fiyat', 'son', 'dakika', 'hareketlilik', 'yakın', 'takip', 'et', 'yatırım', 'altın', 'üzer', 'yap', 'iste', 'vatandaş', 'canlı', 'altın', 'fiyat', 'incele', 'bugün', 'dalgalı', 'seyri', 'sür', 'cumhuriyet', 'altın', 'fiyat', 'tl', 'işlem', 'gör', 'altı']"
economics,altında düşüş devam ediyor,geçtiğimiz haftayı olumsuz tablo kapatan altın fiyatları bugün beklenen çıkışı yakalayamadı düşüş devam ederken altın fiyatları kez yatırımcıların yüzünü güldürmedi bugün gram altın bin tlden çeyrek ise bin tlden işlem görüyor,negative,negative,[0.781532   0.21846801],[0.99717927 0.00282076],Haberturk.com,"['altında', 'düşüş', 'devam', 'ediyor']","['alt', 'düşüş', 'devam', 'et']","['geçtiğimiz', 'haftayı', 'olumsuz', 'tablo', 'kapatan', 'altın', 'fiyatları', 'bugün', 'beklenen', 'çıkışı', 'yakalayamadı', 'düşüş', 'devam', 'ederken', 'altın', 'fiyatları', 'kez', 'yatırımcıların', 'yüzünü', 'güldürmedi', 'bugün', 'gram', 'altın', 'bin', 'tlden', 'çeyrek', 'ise', 'bin', 'tlden', 'işlem', 'görüyor']","['geç', 'hafta', 'olumsuz', 'tablo', 'kapa', 'altın', 'fiyat', 'bugün', 'bekle', 'çıkış', 'yakala', 'düşüş', 'devam', 'et', 'altın', 'fiyat', 'kez', 'yatırımcı', 'yüz', 'gül', 'bugün', 'gram', 'altın', 'bin', 'tl', 'çeyrek', 'i', 'bin', 'tl', 'işlem', 'gör']"
politics,ankaranın kırmızı çizgisi,ortada seçim falan yok öncelikle belirtelim ortada terör örgütünü meşrulaştırma bölgede teröristan kurmak için tertiplenmiş oyun var böyle durum olduğu anda biz ilgili birimlerimizi gerekli şekilde seferber ederiz burnumuzun,negative,negative,[0.9597722  0.04022772],[0.79791486 0.20208512],Hurriyet.com.tr,"['ankaranın', 'kırmızı', 'çizgisi']","['ankara', 'kırmızı', 'çizgi']","['ortada', 'seçim', 'falan', 'yok', 'öncelikle', 'belirtelim', 'ortada', 'terör', 'örgütünü', 'meşrulaştırma', 'bölgede', 'teröristan', 'kurmak', 'için', 'tertiplenmiş', 'oyun', 'var', 'böyle', 'durum', 'olduğu', 'anda', 'biz', 'ilgili', 'birimlerimizi', 'gerekli', 'şekilde', 'seferber', 'ederiz', 'burnumuzun']","['orta', 'seçim', 'falan', 'yok', 'öncelik', 'belir', 'orta', 'terör', 'örgüt', 'meşrulaş', 'bölge', 'teröris', 'kur', 'için', 'tertiple', 'oyun', 'var', 'böyle', 'durum', 'ol', 'an', 'biz', 'ilgili', 'birim', 'gerekli', 'şekil', 'seferber', 'et', 'burun']"
economics,tcmb faiz kararını yarın açıklayacak,merkez bankası para politikası kurulu faiz kararını yarın açıklayacak banka önceki toplantıda politika faizini yüzde seviyesinde sabit tutmuştu,neutral,neutral,[0.17298374 0.8270163 ],[0.3301095  0.66989046],Haber7.com,"['tcmb', 'faiz', 'kararını', 'yarın', 'açıklayacak']","['tcmb', 'faiz', 'karar', 'yarın', 'açıkla']","['merkez', 'bankası', 'para', 'politikası', 'kurulu', 'faiz', 'kararını', 'yarın', 'açıklayacak', 'banka', 'önce', 'ki', 'toplantıda', 'politika', 'faizini', 'yüzde', 'seviyesinde', 'sabit', 'tutmuştu']","['merkez', 'banka', 'para', 'politika', 'kurul', 'faiz', 'karar', 'yarın', 'açıkla', 'banka', 'önce', 'ki', 'toplantı', 'politika', 'faiz', 'yüz', 'seviye', 'sabit', 'tut']"
economics,bankada parası olanlar dikkat merkez bankası yeni kararı açıklayacak,merkez bankası para politikası kurulu faiz kararını yarın açıklayacak banka önceki toplantıda politika faizini yüzde seviyesinde sabit tutmuştu,neutral,neutral,[0.13841748 0.8615825 ],[0.3301095  0.66989046],Haber7.com,"['bankada', 'parası', 'olanlar', 'dikkat', 'merkez', 'bankası', 'yeni', 'kararı', 'açıklayacak']","['banka', 'para', 'ol', 'dikkat', 'merkez', 'banka', 'yeni', 'karar', 'açıkla']","['merkez', 'bankası', 'para', 'politikası', 'kurulu', 'faiz', 'kararını', 'yarın', 'açıklayacak', 'banka', 'önce', 'ki', 'toplantıda', 'politika', 'faizini', 'yüzde', 'seviyesinde', 'sabit', 'tutmuştu']","['merkez', 'banka', 'para', 'politika', 'kurul', 'faiz', 'karar', 'yarın', 'açıkla', 'banka', 'önce', 'ki', 'toplantı', 'politika', 'faiz', 'yüz', 'seviye', 'sabit', 'tut']"
economics,merkez bankası faiz kararını açıklayacak,merkez bankası para politikası kurulu faiz kararını bugün açıklayacak banka önceki toplantıda politika faizini yüzde seviyesinde sabit tutmuştu,neutral,neutral,[0.10509302 0.89490694],[0.3400271 0.6599729],Haber7.com,"['merkez', 'bankası', 'faiz', 'kararını', 'açıklayacak']","['merkez', 'banka', 'faiz', 'karar', 'açıkla']","['merkez', 'bankası', 'para', 'politikası', 'kurulu', 'faiz', 'kararını', 'bugün', 'açıklayacak', 'banka', 'önce', 'ki', 'toplantıda', 'politika', 'faizini', 'yüzde', 'seviyesinde', 'sabit', 'tutmuştu']","['merkez', 'banka', 'para', 'politika', 'kurul', 'faiz', 'karar', 'bugün', 'açıkla', 'banka', 'önce', 'ki', 'toplantı', 'politika', 'faiz', 'yüz', 'seviye', 'sabit', 'tut']"
politcs,orbandan kieve sürpriz ziyaret,macaristan başbakanı viktor orban kieve yaptığı sürpriz ziyaret sırasında ukrayna devlet başkanı volodymyr zelenskiyden barış görüşmelerini hızlandırabilecek hızlı ateşkesi değerlendirmesini istedi,neutral,neutral,[0.03316084 0.9668392 ],[0.30771434 0.69228566],Haberturk.com,"['orbandan', 'kieve', 'sürpriz', 'ziyaret']","['orban', 'kieve', 'sürpriz', 'ziyaret']","['macaristan', 'başbakanı', 'viktor', 'orban', 'kieve', 'yaptığı', 'sürpriz', 'ziyaret', 'sırasında', 'ukrayna', 'devlet', 'başkanı', 'volodymyr', 'zelenskiyden', 'barış', 'görüşmelerini', 'hızlandırabilecek', 'hızlı', 'ateşkesi', 'değerlendirmesini', 'istedi']","['macaristan', 'başbakan', 'viktor', 'orban', 'kieve', 'yap', 'sürpriz', 'ziyaret', 'sıra', 'ukrayna', 'devlet', 'başkan', 'volodymyr', 'zelenski', 'barış', 'görüşme', 'hızlan', 'hızlı', 'ateşke', 'değerlen', 'iste']"
economics,altın alacaklar dikkat düşüyor,yatırımcıların güvenli limanı altın fiyatlarındaki gelişmeler yakından takip ediliyor hafta içi dalgalı seyir izleyen altın fiyatları hafta sonunda düşüşe geçti bugün gram altın bin tlden çeyrek ise bin tlden işlem görüyor ha,negative,negative,[0.9808317  0.01916828],[0.7190594 0.2809406],Haberturk.com,"['altın', 'alacaklar', 'dikkat', 'düşüyor']","['altın', 'alacak', 'dikkat', 'düş']","['yatırımcıların', 'güvenli', 'limanı', 'altın', 'fiyatlarında', 'ki', 'gelişmeler', 'yakından', 'takip', 'ediliyor', 'hafta', 'içi', 'dalgalı', 'seyir', 'izleyen', 'altın', 'fiyatları', 'hafta', 'sonunda', 'düşüşe', 'geçti', 'bugün', 'gram', 'altın', 'bin', 'tlden', 'çeyrek', 'ise', 'bin', 'tlden', 'işlem', 'görüyor', 'ha']","['yatırımcı', 'güvenli', 'liman', 'altın', 'fiyat', 'ki', 'geliş', 'yakın', 'takip', 'et', 'hafta', 'iç', 'dalgalı', 'seyir', 'izle', 'altın', 'fiyat', 'hafta', 'son', 'düşüşe', 'geç', 'bugün', 'gram', 'altın', 'bin', 'tl', 'çeyrek', 'i', 'bin', 'tl', 'işlem', 'gör', 'ha']"
politics,astanada üçlü zirve,cumhurbaşkanı recep tayyip erdoğan şanghay işbirliği örgütü devlet hükümet başkanları zirvesi kapsamında azerbaycan cumhurbaşkanı ilham aliyev pakistan başbakanı şahbaz şerif üçlü zirve gerçekleştirdi toplantı erdoğanın konakladığı otelde basına,neutral,neutral,[0.0112    0.9887999],[0.19766432 0.8023357 ],Haberturk.com,"['astanada', 'üçlü', 'zirve']","['astana', 'üçlü', 'zirve']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'şanghay', 'işbirliği', 'örgütü', 'devlet', 'hükümet', 'başkanları', 'zirvesi', 'kapsamında', 'azerbaycan', 'cumhurbaşkanı', 'ilham', 'aliyev', 'pakistan', 'başbakanı', 'şahbaz', 'şerif', 'üçlü', 'zirve', 'gerçekleştirdi', 'toplantı', 'erdoğanın', 'konakladığı', 'otelde', 'basına']","['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'şanghay', 'işbirliği', 'örgüt', 'devlet', 'hükümet', 'başkan', 'zirve', 'kapsam', 'azerbaycan', 'cumhurbaşkanı', 'ilham', 'aliyev', 'pakistan', 'başbakan', 'şahbaz', 'şerif', 'üçlü', 'zirve', 'gerçekleş', 'toplantı', 'erdoğan', 'konakla', 'otel', 'bas']"
economics,altında düşüş başladı,süredir rekor üzerine rekor kırarak yatırımcısını güldüren altın fiyatları bugün itibarıyla düşmeye başladı bugün gram altın bin tlden çeyrek ise bin tlden işlem görüyor temmuz canlı altın fiyatları alışsatış tablosu,negative,neutral,[0.91618025 0.08381976],[0.20248438 0.7975157 ],Haberturk.com,"['altında', 'düşüş', 'başladı']","['alt', 'düşüş', 'başla']","['süre', 'dir', 'rekor', 'üzerine', 'rekor', 'kırarak', 'yatırımcısını', 'güldüren', 'altın', 'fiyatları', 'bugün', 'itibarıyla', 'düşmeye', 'başladı', 'bugün', 'gram', 'altın', 'bin', 'tlden', 'çeyrek', 'ise', 'bin', 'tlden', 'işlem', 'görüyor', 'temmuz', 'canlı', 'altın', 'fiyatları', 'alışsatış', 'tablosu']","['süre', 'i', 'rekor', 'üzer', 'rekor', 'kır', 'yatırımcı', 'gül', 'altın', 'fiyat', 'bugün', 'itibar', 'düş', 'başla', 'bugün', 'gram', 'altın', 'bin', 'tl', 'çeyrek', 'i', 'bin', 'tl', 'işlem', 'gör', 'temmuz', 'canlı', 'altın', 'fiyat', 'alışsatış', 'tablo']"
economics,altında düşüş başladı,süredir rekor üzerine rekor kırarak yatırımcısını güldüren altın fiyatları bugün itibarıyla düşmeye başladı bugün gram altın bin tlden çeyrek ise bin tlden işlem görüyor temmuz canlı altın fiyatları alışsatış tablosu,negative,neutral,[0.91618025 0.08381976],[0.20248438 0.7975157 ],Haberturk.com,"['altında', 'düşüş', 'başladı']","['alt', 'düşüş', 'başla']","['süre', 'dir', 'rekor', 'üzerine', 'rekor', 'kırarak', 'yatırımcısını', 'güldüren', 'altın', 'fiyatları', 'bugün', 'itibarıyla', 'düşmeye', 'başladı', 'bugün', 'gram', 'altın', 'bin', 'tlden', 'çeyrek', 'ise', 'bin', 'tlden', 'işlem', 'görüyor', 'temmuz', 'canlı', 'altın', 'fiyatları', 'alışsatış', 'tablosu']","['süre', 'i', 'rekor', 'üzer', 'rekor', 'kır', 'yatırımcı', 'gül', 'altın', 'fiyat', 'bugün', 'itibar', 'düş', 'başla', 'bugün', 'gram', 'altın', 'bin', 'tl', 'çeyrek', 'i', 'bin', 'tl', 'işlem', 'gör', 'temmuz', 'canlı', 'altın', 'fiyat', 'alışsatış', 'tablo']"
economics,altın fiyatları yükselişi sürüyor,altın fiyatları canlı rakamlar üzerinden takip ediliyor yeni hafta öncesi cumhuriyet altını tlden işlem görüyordu öte yandan çeyrek gram altın piyasa dalgalanmalarına bağlı olarak değerlerini yenileyerek yükselişini sürdürmektedir peki temmuz,negative,negative,[0.85729706 0.14270297],[0.65837383 0.34162614],Haberturk.com,"['altın', 'fiyatları', 'yükselişi', 'sürüyor']","['altın', 'fiyat', 'yükseliş', 'sür']","['altın', 'fiyatları', 'canlı', 'rakamlar', 'üzerinden', 'takip', 'ediliyor', 'yeni', 'hafta', 'öncesi', 'cumhuriyet', 'altını', 'tlden', 'işlem', 'görüyordu', 'öte', 'yandan', 'çeyrek', 'gram', 'altın', 'piyasa', 'dalgalanmalarına', 'bağlı', 'olarak', 'değerlerini', 'yenileyerek', 'yükselişini', 'sürdürmekte', 'dir', 'peki', 'temmuz']","['altın', 'fiyat', 'canlı', 'rakam', 'üzer', 'takip', 'et', 'yeni', 'hafta', 'önce', 'cumhuriyet', 'alt', 'tl', 'işlem', 'gör', 'öte', 'yan', 'çeyrek', 'gram', 'altın', 'piyas', 'dalgalanma', 'bağlı', 'olarak', 'değer', 'yenile', 'yükseliş', 'sür', 'i', 'peki', 'temmuz']"
