category,temizlenmis_title,Real/Fake,temizlenmis_description,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
entertainment,beyaz perdenin yeni ikilisi kerem bürsin melis sezen,1,kerem bürsin melis sezen son of richin türkiye uyarlamasında başrolü paylaşacak temmuzda sete çıkacak ikili geçen gün filmin okuma provalarında araya geldi,"['beyaz', 'perdenin', 'yeni', 'ikilisi', 'kerem', 'bürsin', 'melis', 'sezen']","['beyaz', 'perde', 'yeni', 'ikili', 'kerem', 'bürsin', 'melis', 'sezen']","['kerem', 'bürsin', 'melis', 'sezen', 'son', 'of', 'richin', 'türkiye', 'uyarlamasında', 'başrolü', 'paylaşacak', 'temmuzda', 'sete', 'çıkacak', 'ikili', 'geçen', 'gün', 'filmin', 'okuma', 'provalarında', 'araya', 'geldi']","['kerem', 'bürsin', 'melis', 'sezen', 'son', 'of', 'richin', 'türkiye', 'uyarlama', 'başrolü', 'paylaş', 'temmuz', 'set', 'çık', 'ikili', 'geçen', 'gün', 'film', 'oku', 'prova', 'ara', 'gel']"
sports,bozkurt yine görevini yaptı,1,türk mitolojisine göre türklerin ergenekondan çıkışına öncülük yapan bozkurt kez türkiye milli futbol takımımızın avusturyayı yendiği maç sonrası almanyada ortaya çıktı,"['bozkurt', 'yine', 'görevini', 'yaptı']","['Bozkurt', 'yine', 'görev', 'yap']","['türk', 'mitolojisine', 'göre', 'türklerin', 'ergenekondan', 'çıkışına', 'öncülük', 'yapan', 'bozkurt', 'kez', 'türkiye', 'milli', 'futbol', 'takımımızın', 'avusturyayı', 'yendiği', 'maç', 'sonrası', 'almanyada', 'ortaya', 'çıktı']","['türk', 'mitoloji', 'göre', 'türk', 'ergenekon', 'çıkış', 'öncülük', 'yap', 'bozkurt', 'kez', 'türkiye', 'milli', 'futbol', 'takımım', 'avusturya', 'yen', 'maç', 'sonra', 'almanya', 'orta', 'çık']"
sports,tff adaylık başvurusu kabul edilen isimleri açıkladı mehmet büyükekşi yeniden aday,1,türkiye futbol federasyonu temmuzda yapılacak olağan mali seçimli genel kurulunda başkan adayı olmak için başvuruları kabul edilen isimleri açıkladı mevcut başkan mehmet büyükekşinin yeniden aday olduğu resmileşti,"['tff', 'adaylık', 'başvurusu', 'kabul', 'edilen', 'isimleri', 'açıkladı', 'mehmet', 'büyükekşi', 'yeniden', 'aday']","['tff', 'adaylık', 'başvuru', 'kabul', 'et', 'isim', 'açıkla', 'mehmet', 'büyükekşi', 'yeniden', 'aday']","['türkiye', 'futbol', 'federasyonu', 'temmuzda', 'yapılacak', 'olağan', 'mali', 'seçim', 'li', 'genel', 'kurulunda', 'başkan', 'adayı', 'olmak', 'için', 'başvuruları', 'kabul', 'edilen', 'isimleri', 'açıkladı', 'mevcut', 'başkan', 'mehmet', 'büyükekşinin', 'yeniden', 'aday', 'olduğu', 'resmileşti']","['türkiye', 'futbol', 'federasyon', 'temmuz', 'yap', 'olağan', 'mali', 'seçim', 'li', 'genel', 'kurul', 'başkan', 'aday', 'ol', 'için', 'başvuru', 'kabul', 'et', 'isim', 'açıkla', 'mevcut', 'başkan', 'mehmet', 'büyükekşinin', 'yeniden', 'aday', 'ol', 'res']"
sports,avrupa türkiyenin avusturya karşısındaki lik zaferini konuşuyor gezegendeki tüm bültenleri değiştirmek istedi arda gülerin icadı merih demiralın infazı,1,millilerin avrupa futbol şampiyonasındaki euro yürüyüşü avrupa basınında manşetlerde yer aldı,"['avrupa', 'türkiyenin', 'avusturya', 'karşısında', 'ki', 'lik', 'zaferini', 'konuşuyor', 'gezegende', 'ki', 'tüm', 'bültenleri', 'değiştirmek', 'istedi', 'arda', 'gülerin', 'icadı', 'merih', 'demiralın', 'infazı']","['avrupa', 'türkiye', 'avusturya', 'karşı', 'ki', 'lik', 'zafer', 'konuş', 'gezegen', 'ki', 'tüm', 'bülten', 'değiş', 'iste', 'ara', 'gü', 'icadı', 'merih', 'demiral', 'infaz']","['millilerin', 'avrupa', 'futbol', 'şampiyonasında', 'ki', 'euro', 'yürüyüşü', 'avrupa', 'basınında', 'manşetlerde', 'yer', 'aldı']","['milli', 'avrupa', 'futbol', 'şampiyona', 'ki', 'euro', 'yürü', 'avrupa', 'basın', 'manşet', 'yer', 'al']"
politics,türkiye tek bloka sıkışamaz,1,cumhurbaşkanı erdoğan dış politikada sıkılı yumruklar açılmalı mesajı verdi biz batı için doğuya sırtımızı döneriz doğu için batıyı ihmal ederiz türkiye coğrafi beşeri ekonomik tarihi bağları itibarıyla tek bloka sıkıştırılamayacak ü,"['türkiye', 'tek', 'bloka', 'sıkışamaz']","['türkiye', 'tek', 'bloka', 'sıkış']","['cumhurbaşkanı', 'erdoğan', 'dış', 'politikada', 'sıkılı', 'yumruklar', 'açılmalı', 'mesajı', 'verdi', 'biz', 'batı', 'için', 'doğuya', 'sırtımızı', 'döneriz', 'doğu', 'için', 'batıyı', 'ihmal', 'ederiz', 'türkiye', 'coğrafi', 'beşeri', 'ekonomik', 'tarihi', 'bağları', 'itibarıyla', 'tek', 'bloka', 'sıkıştırılamayacak', 'ü']","['cumhurbaşkanı', 'erdoğan', 'dış', 'politika', 'sıkılı', 'yumruk', 'aç', 'mesaj', 'ver', 'biz', 'batı', 'için', 'doğu', 'sırtım', 'dön', 'doğu', 'için', 'batı', 'ihmal', 'et', 'türkiye', 'coğrafi', 'beşer', 'ekonomik', 'tarih', 'bağ', 'itibar', 'tek', 'bloka', 'sıkış', 'ü']"
politics,tbmm iliç maden kazası araştırma komisyonu işçi sendikalarını dinledi,1,türkiye büyük millet meclisi tbmm iliç maden kazası araştırma komisyonu türkiye işçi sendikaları konfederasyonu türk iş hak işçi sendikaları konfederasyonu hak iş türkiye devrimci işçi sendikaları konfederasyonu disk yetkililerini dinledi,"['tbmm', 'iliç', 'maden', 'kazası', 'araştırma', 'komisyonu', 'işçi', 'sendikalarını', 'dinledi']","['tbmm', 'iliç', 'maden', 'kaza', 'araştır', 'komisyon', 'işçi', 'sendika', 'dinle']","['türkiye', 'büyük', 'millet', 'meclisi', 'tbmm', 'iliç', 'maden', 'kazası', 'araştırma', 'komisyonu', 'türkiye', 'işçi', 'sendikaları', 'konfederasyonu', 'türk', 'iş', 'hak', 'işçi', 'sendikaları', 'konfederasyonu', 'hak', 'iş', 'türkiye', 'devrimci', 'işçi', 'sendikaları', 'konfederasyonu', 'disk', 'yetkililerini', 'dinledi']","['türkiye', 'büyük', 'millet', 'mecli', 'tbmm', 'iliç', 'maden', 'kaza', 'araştır', 'komisyon', 'türkiye', 'işçi', 'sendika', 'konfederasyon', 'türk', 'iş', 'hak', 'işçi', 'sendika', 'konfederasyon', 'hak', 'iş', 'türkiye', 'devrimci', 'işçi', 'sendika', 'konfederasyon', 'disk', 'yetkili', 'dinle']"
other,dünyada ülkede ebeveyn izni olarak tanımlanıyor,1,tüik verilerine göre doğum oranları hızla düşüyor türkiye yaşlanıyor açıklanan rakamların ardından cumhurbaşkanlığı azalan doğum oranlarının alarm verdiğini söyleyince aile sosyal hizmetler bakanlığı çalışan annelere yönelik destek paketi hazırlığı,"['dünyada', 'ülkede', 'ebeveyn', 'izni', 'olarak', 'tanımlanıyor']","['dünya', 'ülke', 'ebeve', 'izin', 'olarak', 'tanımla']","['tüik', 'verilerine', 'göre', 'doğum', 'oranları', 'hızla', 'düşüyor', 'türkiye', 'yaşlanıyor', 'açıklanan', 'rakamların', 'ardından', 'cumhurbaşkanlığı', 'azalan', 'doğum', 'oranlarının', 'alarm', 'verdiğini', 'söyleyince', 'aile', 'sosyal', 'hizmetler', 'bakanlığı', 'çalışan', 'annelere', 'yönelik', 'destek', 'paketi', 'hazırlığı']","['tüik', 'veri', 'göre', 'doğum', 'oran', 'hız', 'düş', 'türkiye', 'yaşlan', 'açıkla', 'rakam', 'ardından', 'cumhurbaşkanlığı', 'azal', 'doğum', 'oran', 'alarm', 'ver', 'söyle', 'aile', 'sosyal', 'hizmet', 'bakanlık', 'çalış', 'anne', 'yönelik', 'destek', 'paket', 'hazırlık']"
sports,türkiye gruptan nasıl çıkar,1,euro f grubunda mücadele eden milli takımımız puan ikinci sırada yer alıyor gruptaki ilk maçında gürcistanı yenen ayyıldızlı ekibimiz ikinci maçında ise portekize mağlup oldu turvudaki üçüncü son maçında çekya karşılaşacak,"['türkiye', 'gruptan', 'nasıl', 'çıkar']","['türkiye', 'grup', 'nasıl', 'çıkar']","['euro', 'f', 'grubunda', 'mücadele', 'eden', 'milli', 'takımımız', 'puan', 'ikinci', 'sırada', 'yer', 'alıyor', 'grupta', 'ki', 'ilk', 'maçında', 'gürcistanı', 'yenen', 'ayyıldızlı', 'ekibimiz', 'ikinci', 'maçında', 'ise', 'portekize', 'mağlup', 'oldu', 'turvuda', 'ki', 'üçüncü', 'son', 'maçında', 'çekya', 'karşılaşacak']","['euro', 'f', 'grup', 'mücadele', 'et', 'milli', 'takım', 'puan', 'ikinci', 'sıra', 'yer', 'al', 'grup', 'ki', 'ilk', 'maçında', 'gürcistanı', 'ye', 'ayyıldızlı', 'ekip', 'ikinci', 'maçında', 'i', 'portek', 'mağlup', 'ol', 'turvu', 'ki', 'üçüncü', 'son', 'maçında', 'çekya', 'karşılaş']"
other,türkiye gri listeden çıktı,1,mali eylem görev gücü fatf türkiyenin gri listeden çıktığını açıkladı,"['türkiye', 'gri', 'listeden', 'çıktı']","['türkiye', 'gri', 'liste', 'çık']","['mali', 'eylem', 'görev', 'gücü', 'fatf', 'türkiyenin', 'gri', 'listeden', 'çıktığını', 'açıkladı']","['mali', 'eylem', 'görev', 'güç', 'fatf', 'türkiye', 'gri', 'liste', 'çık', 'açıkla']"
other,papadan türkiye ziyareti,1,türkiyeye ilk kez te gelen papa franciscus te istanbul iznike uğramayı düşündüğünü açıkladı katoliklerin ruhani lideri olan papa tüm kalbimle gerçekleştirmek istediğim gezi dedi,"['papadan', 'türkiye', 'ziyareti']","['papa', 'türkiye', 'ziyaret']","['türkiyeye', 'ilk', 'kez', 'te', 'gelen', 'papa', 'franciscus', 'te', 'istanbul', 'iznike', 'uğramayı', 'düşündüğünü', 'açıkladı', 'katoliklerin', 'ruhani', 'lideri', 'olan', 'papa', 'tüm', 'kalbimle', 'gerçekleştirmek', 'istediğim', 'gezi', 'dedi']","['türkiye', 'ilk', 'kez', None, 'gel', 'papa', 'franciscus', None, 'istanbul', 'iznike', 'uğra', 'düşün', 'açıkla', 'katolik', 'ruhani', 'lider', 'ol', 'papa', 'tüm', 'kalp', 'gerçekleş', 'iste', 'gezi', 'de']"
sports,avusturyatürkiye maçı tarihi,1,türkiye milli futbol takımı avrupa futbol şampiyonası f grubunu ikinci sırada tamamlayarak son turunda avusturyanın rakibi oldu grupta başarılı performans sergileyen ay yıldızlılar euro macerasına son turunda oynayacağı avusturya maçı i,"['avusturyatürkiye', 'maçı', 'tarihi']","['avusturyatürkiye', 'maçı', 'tarih']","['türkiye', 'milli', 'futbol', 'takımı', 'avrupa', 'futbol', 'şampiyonası', 'f', 'grubunu', 'ikinci', 'sırada', 'tamamlayarak', 'son', 'turunda', 'avusturyanın', 'rakibi', 'oldu', 'grupta', 'başarılı', 'performans', 'sergileyen', 'ay', 'yıldızlılar', 'euro', 'macerasına', 'son', 'turunda', 'oynayacağı', 'avusturya', 'maçı', 'i']","['türkiye', 'milli', 'futbol', 'takım', 'avrupa', 'futbol', 'şampiyona', 'f', 'grup', 'ikinci', 'sıra', 'tamamla', 'son', 'tur', 'avusturya', 'rakip', 'ol', 'grup', 'başarılı', 'performans', 'sergile', 'ay', 'yıldızlı', 'euro', 'macera', 'son', 'tur', 'oyna', 'avusturya', 'maçı', 'i']"
sports,dış basında türkiye yankısı,1,milli futbol takımı eurote çekyayı mağlup etti son turuna yükseldi tarihi zafer ülkede olduğu gibi dış basında büyük yankı yarattı yazılanlar,"['dış', 'basında', 'türkiye', 'yankısı']","['dış', 'bas', 'türkiye', 'yankı']","['milli', 'futbol', 'takımı', 'eurote', 'çekyayı', 'mağlup', 'etti', 'son', 'turuna', 'yükseldi', 'tarihi', 'zafer', 'ülkede', 'olduğu', 'gibi', 'dış', 'basında', 'büyük', 'yankı', 'yarattı', 'yazılanlar']","['milli', 'futbol', 'takım', 'eurot', 'çekya', 'mağlup', 'et', 'son', 'tur', 'yüksel', 'tarihi', 'zafer', 'ülke', 'ol', 'gibi', 'dış', 'bas', 'büyük', 'yank', 'yarat', 'yazılan']"
other,uzaktan türkiye haritasını andırıyor,0,giresunun keşap ilçesindeki şahinkaya tepesi yamacındaki kayalık alanın türkiye haritasına benzerliğiyle doğa tutkunları için merak uyandıran noktalardan haline geldi,"['uzaktan', 'türkiye', 'haritasını', 'andırıyor']","['uzak', 'türkiye', 'harita', 'an']","['giresunun', 'keşap', 'ilçesinde', 'ki', 'şahinkaya', 'tepesi', 'yamacında', 'ki', 'kayalık', 'alanın', 'türkiye', 'haritasına', 'benzerliğiyle', 'doğa', 'tutkunları', 'için', 'merak', 'uyandıran', 'noktalardan', 'haline', 'geldi']","['gire', 'keşap', 'ilçe', 'ki', 'şahinka', 'tepe', 'yamaç', 'ki', 'kayalık', 'alan', 'türkiye', 'harita', 'benzerlik', 'doğa', 'tutkun', 'için', 'merak', 'uyan', 'nokta', 'hal', 'gel']"
other,türkiye deprem risk haritası,1,mtanın yayımladığı yenilenen türkiye diri fay haritasına göre yurt genelinde ilde üzeri büyüklükte deprem üretebilecek potansiyelde diri fay yer alıyor deprem kuşağında yer alan türkiyede yurt genelinde sarsıntılar yaşanmaya devam ediyor iş,"['türkiye', 'deprem', 'risk', 'haritası']","['türkiye', 'deprem', 'risk', 'harita']","['mtanın', 'yayımladığı', 'yenilenen', 'türkiye', 'diri', 'fay', 'haritasına', 'göre', 'yurt', 'genelinde', 'ilde', 'üzeri', 'büyüklükte', 'deprem', 'üretebilecek', 'potansiyelde', 'diri', 'fay', 'yer', 'alıyor', 'deprem', 'kuşağında', 'yer', 'alan', 'türkiyede', 'yurt', 'genelinde', 'sarsıntılar', 'yaşanmaya', 'devam', 'ediyor', 'iş']","['mtan', 'yayımla', 'yenile', 'türkiye', 'diri', 'fay', 'harita', 'göre', 'yurt', 'genel', 'ilde', 'üzeri', 'büyüklük', 'deprem', 'üre', 'potansiyel', 'diri', 'fay', 'yer', 'al', 'deprem', 'kuşak', 'yer', 'al', 'türkiye', 'yurt', 'genel', 'sarsıntı', 'yaşa', 'devam', 'et', 'iş']"
economics,fatf başkanından türkiye açıklaması,1,fatf dönem başkanı kumar türkiyenin gri listeden çıkarılan iki ülkeden olduğunu belirterek türkiye kara para aklama terörün finansmanıyla mücadelesini iyileştirmek için önemli adımlar attığını teyit etti dedi,"['fatf', 'başkanından', 'türkiye', 'açıklaması']","['fatf', 'başka', 'türkiye', 'açıklama']","['fatf', 'dönem', 'başkanı', 'kumar', 'türkiyenin', 'gri', 'listeden', 'çıkarılan', 'iki', 'ülkeden', 'olduğunu', 'belirterek', 'türkiye', 'kara', 'para', 'aklama', 'terörün', 'finansmanıyla', 'mücadelesini', 'iyileştirmek', 'için', 'önem', 'li', 'adımlar', 'attığını', 'teyit', 'etti', 'dedi']","['fatf', 'dönem', 'başkan', 'kumar', 'türkiye', 'gri', 'liste', 'çıkar', 'iki', 'ülke', 'ol', 'belir', 'türkiye', 'kara', 'para', 'aklam', 'terör', 'finansman', 'mücadele', 'iyileş', 'için', 'önem', 'li', 'adım', 'at', 'teyit', 'et', 'de']"
economics,moodysten türkiye açıklaması,1,moodys sektör uygulama lideri mohamed daoud türkiyenin mali eylem görev gücü fatf gri listesinden çıkarılmasına ilişkin gelişmenin türkiyenin itibarını uluslararası alanda artırması yabancı yatırımları avrupa abd kurumlarıyla ilişkileri pota,"['moodysten', 'türkiye', 'açıklaması']","['moodysten', 'türkiye', 'açıklama']","['moodys', 'sektör', 'uygulama', 'lideri', 'mohamed', 'daoud', 'türkiyenin', 'mali', 'eylem', 'görev', 'gücü', 'fatf', 'gri', 'listesinden', 'çıkarılmasına', 'ilişkin', 'gelişmenin', 'türkiyenin', 'itibarını', 'uluslararası', 'alanda', 'artırması', 'yabancı', 'yatırımları', 'avrupa', 'abd', 'kurumlarıyla', 'ilişkileri', 'pota']","['moodys', 'sektör', 'uygulama', 'lider', 'mohamed', 'daoud', 'türkiye', 'mali', 'eylem', 'görev', 'güç', 'fatf', 'gri', 'liste', 'çıkar', 'ilişkin', 'geliş', 'türkiye', 'itibar', 'uluslararası', 'alan', 'artırma', 'yabancı', 'yatırım', 'avrup', 'abd', 'kurum', 'ilişki', 'pota']"
other,türkiye alışveriş haritası açıklandı,1,trendyol yılının ilk yarısına ilişkin alışveriş verilerini paylaştı ilk ayda en cilt bakım kadın giyim ürünlerinin satışı gerçekleşti yaklaşık milyon trendyol satıcısı milyon ürünü türkiyenin dört yanındaki müşterileriyle buluştur,"['türkiye', 'alışveriş', 'haritası', 'açıklandı']","['türkiye', 'alışveriş', 'harita', 'açıkla']","['trendyol', 'yılının', 'ilk', 'yarısına', 'ilişkin', 'alışveriş', 'verilerini', 'paylaştı', 'ilk', 'ayda', 'en', 'cilt', 'bakım', 'kadın', 'giyim', 'ürünlerinin', 'satışı', 'gerçekleşti', 'yaklaşık', 'milyon', 'trendyol', 'satıcısı', 'milyon', 'ürünü', 'türkiyenin', 'dört', 'yanında', 'ki', 'müşterileriyle', 'buluştur']","['trendyol', 'yıl', 'ilk', 'yarı', 'ilişkin', 'alışveriş', 'veri', 'paylaş', 'ilk', 'ay', 'en', 'cilt', 'bakım', 'kadın', 'giyim', 'ürün', 'satış', 'gerçekleş', 'yaklaşık', 'milyon', 'trendyol', 'satıcı', 'milyon', 'ürün', 'türkiye', 'dört', 'yan', 'ki', 'müşteri', 'buluş']"
technology,bakan kacır türkiyeye önemli kazanımlar getirdi,1,sanayi teknoloji bakanı mehmet fatih kacır aslında uydu teknolojilerinde takımına girdik diyebiliriz ilk deyiz çünkü başarabilen dünyada sadece ülke var artık böyle başarı için tübitak aselsan tusaş ctech türksat ekipleri ge,"['bakan', 'kacır', 'türkiyeye', 'önem', 'li', 'kazanımlar', 'getirdi']","['bakan', 'kacı', 'türkiye', 'önem', 'li', 'kazanım', 'getir']","['sanayi', 'teknoloji', 'bakanı', 'mehmet', 'fatih', 'kacır', 'aslında', 'uydu', 'teknolojilerinde', 'takımına', 'girdik', 'diyebiliriz', 'ilk', 'deyiz', 'çünkü', 'başarabilen', 'dünyada', 'sadece', 'ülke', 'var', 'artık', 'böyle', 'başarı', 'için', 'tübitak', 'aselsan', 'tusaş', 'ctech', 'türksat', 'ekipleri', 'ge']","['sanayi', 'teknoloji', 'bakan', 'mehmet', 'fatih', 'kacır', 'aslında', 'uy', 'teknoloji', 'takım', 'gir', 'de', 'ilk', 'deyiz', 'çünkü', 'başar', 'dünya', 'sadece', 'ülke', 'var', 'artık', 'böyle', 'başarı', 'için', 'tübitak', 'aselsan', 'tusaş', 'ctech', 'türksat', 'ekip', 'ge']"
other,nostalji rüzgârı hız kesmiyor,0,retro tınıların peşine düşenler klasikleri yeniden yorumlayanlar özellikle ler lara olan ilgi bitmiyor hafta jain hera aslan anıl şallıelkoray avcı aleyna kalaycıoğlunun teklilerini dinledik,"['nostalji', 'rüzgârı', 'hız', 'kesmiyor']","['nostalji', 'rüzgârı', 'hız', 'kes']","['retro', 'tınıların', 'peşine', 'düşenler', 'klasikleri', 'yeniden', 'yorumlayanlar', 'özellikle', 'ler', 'lara', 'olan', 'ilgi', 'bitmiyor', 'hafta', 'jain', 'hera', 'aslan', 'anıl', 'şallıelkoray', 'avcı', 'aleyna', 'kalaycıoğlunun', 'teklilerini', 'dinledik']","['retro', 'tını', 'peş', 'düşenle', 'klasik', 'yeniden', 'yorumlayan', 'özellikle', 'ler', None, 'ol', 'ilgi', 'bit', 'hafta', 'jain', 'hera', 'aslan', 'anıl', 'şallıelkoray', 'avcı', 'aleyna', 'kalaycıoğlu', 'tekli', 'dinle']"
politics,schengen istatistiklerinde çarpıcı türkiye detayı,1,avrupa komisyonu verilerine göre yılında schengen vize başvurusu en reddedilen ikinci ülke olan türkiye ret verilen başvurulara milyon avro en para harcayan ülke,"['schengen', 'istatistiklerinde', 'çarpıcı', 'türkiye', 'detayı']","['Schengen', 'istatistik', 'çarpıcı', 'türkiye', 'deta']","['avrupa', 'komisyonu', 'verilerine', 'göre', 'yılında', 'schengen', 'vize', 'başvurusu', 'en', 'reddedilen', 'ikinci', 'ülke', 'olan', 'türkiye', 'ret', 'verilen', 'başvurulara', 'milyon', 'avro', 'en', 'para', 'harcayan', 'ülke']","['avrupa', 'komisyon', 'veri', 'göre', 'yıl', 'schengen', 'vize', 'başvuru', 'en', 'reddet', 'ikinci', 'ülke', 'ol', 'türkiye', 'ret', 'ver', 'başvuru', 'milyon', 'avro', 'en', 'para', 'harca', 'ülke']"
politics,türkiye gri listeden çıkacak mı,1,cumhurbaşkanı yardımcısı cevdet yılmaz singapurda gerçekleştirilecek mali eylem görev gücünün fatf genel kurul toplantısında türkiyenin gri listedeki durumunun ele alınacağını belirterek burada teknik herhangi sıkıntı yok olumlu karar çıkacağı,"['türkiye', 'gri', 'listeden', 'çıkacak', 'mı']","['türkiye', 'gri', 'liste', 'çık', 'mi']","['cumhurbaşkanı', 'yardımcısı', 'cevdet', 'yılmaz', 'singapurda', 'gerçekleştirilecek', 'mali', 'eylem', 'görev', 'gücünün', 'fatf', 'genel', 'kurul', 'toplantısında', 'türkiyenin', 'gri', 'listede', 'ki', 'durumunun', 'ele', 'alınacağını', 'belirterek', 'burada', 'teknik', 'herhangi', 'sıkıntı', 'yok', 'olumlu', 'karar', 'çıkacağı']","['cumhurbaşkanı', 'yardımcı', 'cevdet', 'yılmaz', 'singapur', 'gerçekleş', 'mali', 'eylem', 'görev', 'güç', 'fatf', 'genel', 'kurul', 'toplantı', 'türkiye', 'gri', 'liste', 'ki', 'durum', 'el', 'alın', 'belir', 'bura', 'teknik', 'herhangi', 'sıkıntı', 'yok', 'olumlu', 'karar', 'çık']"
